AMT_INCOME_TOTAL,SK_ID_CURR,TARGET,AMT_CREDIT_SUM
31500,129558,0,109147.5
32139,111413,0,270000
36000,106583,0,67500
36000,121874,0,225000
36000,121874,0,405000
36000,121874,0,71761.5
36000,125938,0,337500
40500,107339,0,103500
40500,107339,0,126000
40500,107339,0,157500
40500,107339,0,378000
40500,107339,0,84330
40500,112572,0,112500
40500,112572,0,184500
40500,112572,0,270000
40500,112572,0,65173.5
40500,132473,0,133245
40500,132473,0,162000
40500,132473,0,18235.26
40500,132473,0,202500
40500,132473,0,35450.24
41940,117469,0,13500
41940,117469,0,235111.5
41940,117469,0,270000
41940,117469,0,360000
41940,117469,0,368820
41940,117469,0,542121.3
41940,117469,0,67500
41940,117469,0,78142.5
45000,108547,0,107335.9
45000,108547,0,157500
45000,108547,0,205613.6
45000,108547,0,32841
45000,108547,0,540000
45000,108547,0,765000
45000,109036,0,120600
45000,111534,0,107100
45000,111534,0,35055
45000,111534,0,67500
45000,111534,0,90000
45000,111940,0,0
45000,111940,0,113680.8
45000,111940,0,225000
45000,111940,0,585000
45000,113168,0,136768.5
45000,113697,1,25195.5
45000,113697,1,27000
45000,113697,1,675000
45000,116540,0,1125000
45000,116540,0,135000
45000,116540,0,270000
45000,116540,0,33984
45000,116540,0,450000
45000,116540,0,55233.855
45000,116540,0,562500
45000,116540,0,675000
45000,117788,0,124078.9
45000,117788,0,135000
45000,117788,0,15313.59
45000,117788,0,23950.35
45000,117788,0,36112.5
45000,117788,0,36117
45000,117788,0,45000
45000,117788,0,66622.5
45000,117788,0,67500
45000,117788,0,90000
45000,121140,0,180000
45000,121140,0,270000
45000,121140,0,29160
45000,125844,0,144000
45000,125844,0,25200
45000,125844,0,27000
45000,125844,0,27450
45000,126140,0,131116.5
45000,126140,0,135000
45000,126140,0,143910
45000,126140,0,198000
45000,126140,0,283500
45000,126140,0,34114.5
45000,126140,0,562500
45000,126140,0,677214
45000,126140,0,72157.5
45000,126140,0,74407.5
45000,137740,0,128182.7
45000,137740,0,24737.4
45000,137740,0,315000
45000,137740,0,54760.5
45000,137740,0,72508.77
45900,110735,0,46800
45900,110735,0,58500
45900,110735,0,90000
47250,103815,0,135000
47250,103815,0,164677.5
47250,103815,0,164682
47250,103815,0,391500
47250,103815,0,67500
47250,103815,0,904500
49500,100794,0,124560
49500,100794,0,134901
49500,100794,0,4500
49500,113770,0,107244
49500,113770,0,112500
49500,113770,0,135000
49500,113770,0,16767
49500,113770,0,35325
49500,113770,0,42615
49500,113770,0,71955
49500,115554,0,123592.4
49500,115554,0,144310.5
49500,115554,0,157500
49500,115554,0,162000
49500,115554,0,167143.5
49500,115554,0,180000
49500,115554,0,265320.8
49500,115554,0,31054.5
49500,115554,0,323563.5
49500,115554,0,33543
49500,115554,0,60682.5
49500,115554,0,63423
49500,115554,0,73368
49500,115554,0,93627
49500,119261,0,41850
49500,119261,0,46710
49500,119261,0,64845
49500,119261,0,73530
49500,122940,1,0
49500,122940,1,119578.5
49500,122940,1,19894.5
49500,122940,1,270000
49500,122940,1,275506.6
49500,122940,1,28836
49500,122940,1,35964
49500,122940,1,38025
49500,122940,1,45023.67
49500,122940,1,51228
49500,122940,1,66555
49500,122940,1,67500
49500,122940,1,81000
49500,122940,1,83870.91
49500,122940,1,981000
49500,122940,1,99436.5
49500,126097,0,71426.48
49500,126914,0,170910
49500,131155,0,148500
49500,131155,0,225000
49500,131155,0,229500
49500,131155,0,97650
49500,138206,1,130050
51691.5,117151,0,100242
51691.5,117151,0,115951.5
51691.5,117151,0,387000
51691.5,117151,0,450000
51691.5,117151,0,64084.5
51691.5,117151,0,92767.5
51750,114212,0,42111
51750,114212,0,50448.42
51750,114212,0,67500
51750,114212,0,67986
51750,114212,0,80489.97
52650,112395,0,135000
52650,112395,0,45000
52650,112395,0,54000
54000,101221,0,112500
54000,101221,0,225000
54000,101221,0,337500
54000,101221,0,34375.5
54000,101941,0,225000
54000,103487,0,169598
54000,103487,0,67500
54000,104796,0,112500
54000,110956,0,104368.5
54000,110956,0,108000
54000,110956,0,157500
54000,110956,0,176503.5
54000,114898,0,125640
54000,114898,0,135000
54000,114898,0,153013.5
54000,114898,0,45000
54000,114898,0,67500
54000,114898,0,72360
54000,114898,0,72967.5
54000,114898,0,73575
54000,116821,0,67500
54000,120381,0,54445.5
54000,122057,0,157279.5
54000,122057,0,44046
54000,122057,0,44865
54000,122057,0,53293.95
54000,122057,0,69460.2
54000,122057,0,90000
54000,122071,0,121500
54000,122071,0,74376
54000,123049,0,117000
54000,123049,0,135000
54000,123049,0,15295.5
54000,123049,0,17770.5
54000,123049,0,24003
54000,123049,0,25375.5
54000,123049,0,29043
54000,123049,0,29043.36
54000,123049,0,29452.5
54000,123049,0,30510
54000,123049,0,49873.5
54000,124909,0,47250
54000,128308,0,148500
54000,128308,0,157500
54000,128308,0,160852.5
54000,128308,0,27900
54000,128308,0,441000
54000,128308,0,539928
54000,128308,0,70155
54000,128308,0,90000
54000,129163,0,238500
54000,129163,0,283500
54000,129163,0,296730
54000,135665,0,67500
54000,135696,0,247500
54000,135696,0,292500
54000,138444,0,298672.6
54000,138444,0,45000
55800,118570,0,135000
55800,118570,0,315000
55800,118570,0,450000
56250,103835,0,149362.6
56250,103835,0,225000
56250,103835,0,26065.89
56250,103835,0,46215
56250,103835,0,56700
56250,103835,0,67500
58500,102690,0,148500
58500,102690,0,171553.5
58500,102690,0,9.00E+05
58500,102690,0,90000
58500,104918,1,135000
58500,104918,1,279000
58500,104918,1,450000
58500,104918,1,450004.5
58500,104918,1,574150.5
58500,104918,1,90000
58500,112511,0,37711.35
58500,112511,0,76500
58500,123348,0,22149.27
58500,123348,0,24097.5
58500,123348,0,264861.7
58500,123348,0,270000
58500,123348,0,28629
58500,123348,0,40500
58500,123348,0,45967.5
58500,123348,0,73773
58500,124296,0,345334.5
58500,124296,0,47272.5
58500,126503,0,172125
58500,126503,0,197910
58500,126503,0,51075
58500,126503,0,64824.75
58500,126503,0,86053.5
58500,126503,0,96399
58500,129726,1,121500
58500,129726,1,20250
58500,129726,1,207000
58500,129726,1,212323.5
58500,129726,1,24300
58500,129726,1,27000
58500,129726,1,33750
58500,129726,1,48213
58500,129726,1,54000
58500,129726,1,611725.5
58500,129726,1,65632.5
58500,133264,0,144000
58500,133264,0,270000
58500,136307,0,13500
58500,136307,0,20623.5
58500,136307,0,216760.5
58500,136307,0,225000
58500,137376,0,0
58500,137376,0,1336500
58500,137376,0,135000
58500,137376,0,245902.5
58500,137376,0,675000
62100,126076,0,118575
62100,126076,0,135000
62100,126076,0,34020
62100,126076,0,450000
63000,100689,0,14976
63000,100689,0,67544.1
63000,101623,0,112500
63000,101623,0,225000
63000,101623,0,67500
63000,102647,0,182344.5
63000,102647,0,62550
63000,104469,0,135000
63000,104469,0,319500
63000,104469,0,450000
63000,106110,0,128475
63000,106110,0,157500
63000,106110,0,31455
63000,106110,0,45000
63000,106110,0,54000
63000,106110,0,96129
63000,108302,0,27891
63000,108302,0,49500
63000,108302,0,9.00E+05
63000,120529,0,137250
63000,120529,0,153000
63000,120529,0,210933
63000,120529,0,247500
63000,128282,0,94500
63000,129793,0,0
63000,129793,0,274500
63000,129793,0,37215
63000,129793,0,463500
63000,129793,0,495000
63000,129793,0,50625
63000,130579,0,120150
63000,130579,0,252000
63000,134792,0,10809
63000,134792,0,159386.1
63000,134792,0,33687
63000,134792,0,67500
63000,134792,0,71280
65250,102069,0,20250
65250,102069,0,22995.09
65250,102069,0,27117
65250,102069,0,32339.03
65250,102069,0,45000
65250,102069,0,51750
65250,102069,0,61519.5
65250,102069,0,8046900
65250,102069,0,88029
67050,101413,0,183600
67050,101413,0,225000
67050,101413,0,263538
67050,101413,0,89964
67500,100437,0,202500
67500,100437,0,28550.21
67500,100437,0,45139.5
67500,100437,0,47916
67500,100831,0,143550
67500,100831,0,225000
67500,100831,0,29587.5
67500,100831,0,48546
67500,100831,0,57627.45
67500,100831,0,84226.5
67500,100845,0,67500
67500,101263,0,112500
67500,101494,0,135000
67500,102035,0,1932338
67500,102035,0,225000
67500,102035,0,41755.5
67500,102035,0,450000
67500,102035,0,76410
67500,102035,0,85792.5
67500,102751,0,742500
67500,102974,0,45000
67500,104102,0,131949
67500,104102,0,1935000
67500,104102,0,297000
67500,104102,0,97578
67500,104680,0,110566.7
67500,104680,0,251550
67500,104680,0,29583
67500,104680,0,72859.5
67500,105321,0,155700
67500,105321,0,180000
67500,105321,0,28800
67500,105321,0,57150
67500,105321,0,67500
67500,105806,0,109239.5
67500,105806,0,19579.5
67500,105806,0,24480
67500,105806,0,28395
67500,105806,0,62055
67500,105806,0,62505
67500,106418,0,0
67500,106418,0,202500
67500,106418,0,225000
67500,106418,0,306000
67500,106418,0,32648.17
67500,106418,0,360000
67500,106418,0,45130.5
67500,106418,0,559368
67500,106418,0,675000
67500,106418,0,72270.49
67500,106418,0,73710
67500,106418,0,78507
67500,106418,0,85140
67500,107505,0,140431.5
67500,107505,0,202500
67500,107505,0,61515
67500,107505,0,675000
67500,107505,0,73903.5
67500,107581,1,1350000
67500,107581,1,246015
67500,107581,1,337500
67500,107581,1,379606.5
67500,107581,1,480960
67500,107581,1,675000
67500,107951,0,170640
67500,107951,0,25452
67500,107951,0,34650
67500,107951,0,540000
67500,108015,0,46504.75
67500,108015,0,57825
67500,108015,0,67500
67500,108890,1,0
67500,109080,0,171294
67500,109080,0,180000
67500,109080,0,31337.82
67500,109575,0,135000
67500,109575,0,44329.5
67500,109621,0,128205
67500,109621,0,270000
67500,109621,0,351819
67500,109621,0,456367.5
67500,109621,0,503910
67500,109621,0,585342
67500,109621,0,706842
67500,109621,0,90000
67500,109636,0,225000
67500,109636,0,282915
67500,109636,0,3420000
67500,109636,0,90000
67500,110807,0,144000
67500,110807,0,166005
67500,110807,0,168682.5
67500,110807,0,202500
67500,110807,0,20646
67500,110807,0,22455
67500,110807,0,22500
67500,110807,0,43759.35
67500,110807,0,45000
67500,110807,0,73462.5
67500,110807,0,75060
67500,110807,0,9000
67500,110807,0,90000
67500,110807,0,93312
67500,111061,0,225000
67500,111061,0,270000
67500,111492,0,158517
67500,111524,0,0
67500,111524,0,10305
67500,111524,0,112500
67500,111524,0,1642500
67500,111524,0,49500
67500,111524,0,53505
67500,111524,0,72495
67500,113024,0,270000
67500,113024,0,474300
67500,113024,0,765000
67500,113094,0,13500
67500,113094,0,137560.5
67500,113094,0,137561.7
67500,113094,0,225000
67500,113094,0,3199500
67500,113094,0,46755
67500,113094,0,67500
67500,113354,0,0
67500,113354,0,139500
67500,113354,0,24259.5
67500,113354,0,337500
67500,113354,0,392400
67500,113354,0,540000
67500,113354,0,55258.2
67500,113354,0,684769.5
67500,113422,0,0
67500,113422,0,108000
67500,113422,0,16267.5
67500,113422,0,21888
67500,113422,0,5625000
67500,113422,0,70780.5
67500,113681,0,2250000
67500,113681,0,45000
67500,113722,0,112500
67500,113722,0,1350000
67500,113722,0,21504.96
67500,113722,0,225000
67500,113722,0,48929.4
67500,113722,0,56655
67500,113722,0,79555.32
67500,113981,1,0
67500,113981,1,20769.75
67500,113981,1,225000
67500,113981,1,252000
67500,113981,1,31329
67500,113981,1,34357.5
67500,113981,1,36783
67500,113981,1,36785.34
67500,113981,1,43470
67500,113981,1,50323.5
67500,113981,1,56250
67500,113981,1,58500
67500,113981,1,67500
67500,113981,1,70650
67500,113981,1,94087.89
67500,114120,0,19750.5
67500,114120,0,29830.5
67500,114120,0,306000
67500,114120,0,31590
67500,114120,0,58050
67500,114277,0,105165
67500,114277,0,26648.1
67500,114277,0,283500
67500,114277,0,40500
67500,114277,0,64890
67500,114277,0,85050
67500,114277,0,9.00E+05
67500,114851,0,315000
67500,114851,0,55575
67500,114851,0,67608.36
67500,115670,0,28345.5
67500,115678,0,56511
67500,115763,0,13500
67500,116264,0,12820.5
67500,116264,0,30586.5
67500,116264,0,33921
67500,116855,0,112500
67500,116855,0,179550
67500,116855,0,225000
67500,116855,0,292320
67500,116855,0,52002
67500,117537,0,166995
67500,117537,0,180000
67500,117537,0,315000
67500,117537,0,540000
67500,117537,0,886176
67500,117537,0,90000
67500,117840,0,0
67500,117840,0,111550.5
67500,117840,0,112869
67500,117840,0,136777.5
67500,117840,0,1876.5
67500,117840,0,31500
67500,117840,0,35050.5
67500,117840,0,44221.5
67500,117840,0,67500
67500,117840,0,90454.5
67500,117840,0,96804
67500,118306,0,102460.5
67500,118306,0,149964.5
67500,118306,0,202500
67500,118306,0,4860000
67500,118306,0,51093
67500,118306,0,55948.5
67500,118306,0,90000
67500,118420,0,112500
67500,118420,0,27684
67500,118420,0,35500.5
67500,118420,0,51525.9
67500,118595,0,0
67500,118595,0,130536
67500,118595,0,51718.5
67500,119234,0,16883.28
67500,119234,0,171000
67500,119327,1,326605.5
67500,119504,0,112500
67500,119504,0,180000
67500,119504,0,209790
67500,119504,0,427500
67500,119504,0,43251.03
67500,119764,1,148500
67500,119764,1,369000
67500,119764,1,493902
67500,119995,0,34182
67500,120144,0,103977
67500,120144,0,29641.5
67500,120144,0,42421.5
67500,120144,0,61843.5
67500,120144,0,85275
67500,120382,0,180000
67500,120382,0,80910
67500,120382,0,80914.14
67500,120494,0,50409
67500,121250,0,140400
67500,121250,0,59019.89
67500,121561,0,320746.5
67500,121561,0,360000
67500,121561,0,48262.5
67500,122174,0,135000
67500,122642,0,112500
67500,122642,0,81000
67500,122642,0,90000
67500,122646,0,531000
67500,122793,0,180000
67500,122793,0,333000
67500,122793,0,39721.5
67500,122793,0,45238.5
67500,122793,0,55930.32
67500,122793,0,90000
67500,122793,0,97825.5
67500,123708,0,450000
67500,123708,0,720000
67500,123890,0,180000
67500,123890,0,585000
67500,123927,0,0
67500,123927,0,105304.5
67500,123927,0,11250
67500,123927,0,225000
67500,123927,0,283500
67500,123927,0,450000
67500,123927,0,541800
67500,123927,0,55057.5
67500,123927,0,724500
67500,123927,0,9.00E+05
67500,123927,0,99000
67500,123933,0,18855
67500,123933,0,592105.3
67500,124924,0,23449.5
67500,124924,0,44910
67500,124990,0,225000
67500,124990,0,31702.5
67500,124990,0,348448.5
67500,124990,0,360000
67500,124990,0,63450
67500,127499,0,0
67500,127499,0,112500
67500,127499,0,130405.5
67500,127499,0,34200
67500,127499,0,466200
67500,127499,0,73038.6
67500,127499,0,96664.5
67500,127547,0,35199
67500,127547,0,9000
67500,128029,0,0
67500,128029,0,112950
67500,128029,0,150822
67500,128029,0,202500
67500,128029,0,360000
67500,128029,0,450000
67500,128277,1,108000
67500,128277,1,168750
67500,128277,1,19305
67500,128829,0,135000
67500,128829,0,155182.5
67500,128829,0,177109.4
67500,128829,0,58216.5
67500,128829,0,67320
67500,128999,1,135000
67500,128999,1,67500
67500,128999,1,81000
67500,129734,0,196200
67500,129734,0,22455
67500,129734,0,45000
67500,129829,0,108000
67500,129829,0,139500
67500,129829,0,252000
67500,130573,0,102717
67500,130573,0,305428.5
67500,130573,0,398232
67500,130573,0,510597.4
67500,130573,0,54423
67500,130775,0,29479.5
67500,130775,0,49140
67500,130775,0,56700
67500,130941,0,135000
67500,130941,0,186480
67500,131784,0,31455
67500,131784,0,373500
67500,131784,0,71550
67500,131784,0,88429.5
67500,132170,0,315000
67500,132170,0,661500
67500,132681,1,148500
67500,132681,1,20515.5
67500,132681,1,27945
67500,132681,1,342000
67500,132681,1,34627.5
67500,132681,1,37111.5
67500,132681,1,39649.5
67500,132681,1,495000
67500,132886,0,0
67500,132886,0,162000
67500,132886,0,4500
67500,132892,0,155250
67500,132892,0,225000
67500,132892,0,23684.85
67500,132892,0,306000
67500,132892,0,42817.5
67500,132892,0,70920
67500,132892,0,74587.5
67500,132892,0,766611
67500,132892,0,84600
67500,133164,0,100260
67500,133164,0,103445.1
67500,133164,0,144000
67500,133164,0,33862.5
67500,133164,0,387000
67500,133321,0,249075
67500,133321,0,58500
67500,133846,0,180000
67500,133846,0,504000
67500,133980,0,24705
67500,133980,0,341329.5
67500,133980,0,356670
67500,133980,0,87483.96
67500,134315,0,117000
67500,134315,0,144000
67500,134315,0,190354.5
67500,134315,0,247500
67500,134315,0,45000
67500,134315,0,616950
67500,134561,1,112500
67500,134561,1,135000
67500,134561,1,139500
67500,134561,1,315000
67500,134700,1,32355
67500,134700,1,35595
67500,134700,1,9000
67500,134902,1,21555
67500,134902,1,59782.14
67500,134902,1,67500
67500,134902,1,94500
67500,135759,0,175203
67500,135892,0,225000
67500,135892,0,84150
67500,136521,0,202500
67500,136521,0,84748.5
67500,136521,0,92250
67500,136565,0,112500
67500,136565,0,19260
67500,136565,0,33548.58
67500,136565,0,53325
67500,137071,0,272520
67500,137071,0,52555.5
67500,137266,0,121500
67500,137266,0,59643
67500,137266,0,59644.93
67500,137930,0,185103
67500,138080,0,123525
67500,138173,0,21105
67500,138173,0,310500
69750,126493,0,225000
69750,126493,0,4500000
69750,128865,0,24480
69750,128865,0,30105
69750,138407,0,107730
69750,138407,0,112500
69750,138407,0,180000
69750,138407,0,315000
69750,138407,0,45000
69750,138407,0,47683.71
69750,138407,0,90000
70209,124771,0,135000
70209,124771,0,288000
70209,124771,0,450000
70209,124771,0,531000
72000,100679,0,30739.5
72000,100679,0,98901
72000,102961,0,110880
72000,102961,0,154395
72000,102961,0,161775
72000,102961,0,360900
72000,102961,0,39861
72000,102961,0,75096
72000,102961,0,79920
72000,103975,0,131436
72000,103975,0,26570.38
72000,103975,0,90000
72000,104615,0,148500
72000,104615,0,206509.5
72000,108049,0,18589.86
72000,108049,0,193500
72000,108049,0,225000
72000,108081,0,135000
72000,108081,0,17653.5
72000,108081,0,18342
72000,108081,0,225000
72000,108081,0,315000
72000,108081,0,45000
72000,108081,0,76324.5
72000,108081,0,90000
72000,108307,1,77645.97
72000,108503,0,40048.15
72000,108503,0,42390
72000,108503,0,67500
72000,108778,1,0
72000,108778,1,126000
72000,108778,1,13500
72000,108778,1,135000
72000,108778,1,146250
72000,108778,1,176290.2
72000,108778,1,193500
72000,108778,1,210888
72000,108778,1,211500
72000,108778,1,34341.57
72000,108778,1,4500
72000,108778,1,45000
72000,108778,1,69300
72000,108778,1,81166.05
72000,108778,1,90000
72000,108872,0,120555
72000,108872,0,189000
72000,108872,0,45000
72000,108872,0,585000
72000,109782,0,1137150
72000,109782,0,157500
72000,109782,0,63131.4
72000,109782,0,734242.5
72000,112144,0,15310.08
72000,112144,0,180000
72000,112344,1,225000
72000,112344,1,369000
72000,114491,0,107100
72000,114491,0,270000
72000,114491,0,301500
72000,114491,0,450000
72000,114491,0,53460
72000,116898,0,17955
72000,116898,0,29250
72000,116898,0,36855
72000,116898,0,45000
72000,116898,0,51736.5
72000,116898,0,58680
72000,116898,0,70200
72000,116898,0,74250
72000,116898,0,85050
72000,116898,0,85513.5
72000,116903,0,1125000
72000,116903,0,202500
72000,116903,0,225000
72000,116903,0,265824
72000,116903,0,450000
72000,117943,0,112500
72000,117943,0,180000
72000,117943,0,216472.5
72000,117943,0,225000
72000,117943,0,270000
72000,117943,0,337500
72000,117943,0,478723.5
72000,117943,0,50904
72000,117943,0,542083.5
72000,117943,0,74925
72000,120147,1,0
72000,120147,1,1087920
72000,123055,0,139500
72000,123055,0,167715
72000,123055,0,273804.8
72000,123055,0,78750
72000,123563,0,1350000
72000,123563,0,45000
72000,124107,0,0
72000,124107,0,16560
72000,124107,0,216000
72000,124107,0,229050
72000,124107,0,31860
72000,124107,0,71010
72000,124107,0,85554
72000,124904,0,19134
72000,124904,0,22135.5
72000,124904,0,37408.5
72000,125427,0,17383.5
72000,125427,0,26122.5
72000,125818,0,90000
72000,128358,0,32122.71
72000,128358,0,70943.04
72000,128358,0,84878.73
72000,130130,0,134073
72000,130130,0,225000
72000,130130,0,243900
72000,130130,0,281250
72000,130130,0,405000
72000,130130,0,45000
72000,130130,0,47380.5
72000,130130,0,476730
72000,130130,0,657000
72000,130130,0,84217.5
72000,130130,0,90000
72000,130976,0,112500
72000,130976,0,284400
72000,130976,0,34798.5
72000,130976,0,432000
72000,130976,0,47808
72000,130976,0,69660
72000,130976,0,90000
72000,132858,0,21799.08
72000,132858,0,225000
72000,132858,0,45000
72000,134855,0,225000
72000,134855,0,248684.2
72000,137956,0,114196.5
72000,137956,0,166500
72000,137956,0,244737
72000,137956,0,27000
72000,137956,0,48721.5
72000,137956,0,585000
72000,137956,0,76117.5
73350,117082,1,103500
73350,117082,1,112500
73350,117082,1,119961
73350,117082,1,205938
73350,117082,1,254524.5
73350,117082,1,269878.5
73350,117082,1,355261.5
73350,117082,1,40927.5
73350,117082,1,409500
73350,117082,1,67500
73350,117082,1,73440
73350,117082,1,895.5
73575,112980,0,708079.5
73575,112980,0,71367.21
73575,112980,0,71415
74061,123351,0,101250
74061,123351,0,22500
74061,123351,0,50575.5
74061,123351,0,67500
74061,123351,0,89010
74061,123351,0,90000
74250,110013,0,112207.5
75150,117291,0,180000
75150,117291,0,225000
75150,117291,0,26541
75150,117291,0,293733.7
75150,117291,0,41080.5
75150,117291,0,42915.6
75150,117291,0,450000
75150,117291,0,495000
75150,117291,0,540000
75150,117291,0,83709
75150,117291,0,9.00E+05
75150,117291,0,90000
76500,100060,0,39991.5
76500,100060,0,56839.5
76500,100060,0,80979.84
76500,101527,0,225000
76500,101527,0,77391
76500,101661,0,0
76500,101661,0,225000
76500,101661,0,229500
76500,101661,0,292500
76500,101661,0,534172.5
76500,101963,0,123930
76500,101963,0,135000
